# names.data -- data file defining names of all attributes found in TNEF file
# sym val name
MAPI_INITIALS 0x3A0A MAPI_INITIALS
MAPI_KEYWORD 0x3A0B MAPI_KEYWORD
MAPI_LANGUAGE 0x3A0C MAPI_LANGUAGE
MAPI_LOCATION 0x3A0D MAPI_LOCATION
MAPI_MAIL_PERMISSION 0x3A0E MAPI_MAIL_PERMISSION
MAPI_MHS_COMMON_NAME 0x3A0F MAPI_MHS_COMMON_NAME
MAPI_ORGANIZATIONAL_ID_NUMBER 0x3A10 MAPI_ORGANIZATIONAL_ID_NUMBER
MAPI_SURNAME 0x3A11 MAPI_SURNAME
MAPI_ORIGINAL_ENTRYID 0x3A12 MAPI_ORIGINAL_ENTRYID
MAPI_ORIGINAL_DISPLAY_NAME 0x3A13 MAPI_ORIGINAL_DISPLAY_NAME
MAPI_ORIGINAL_SEARCH_KEY 0x3A14 MAPI_ORIGINAL_SEARCH_KEY
MAPI_POSTAL_ADDRESS 0x3A15 MAPI_POSTAL_ADDRESS
MAPI_COMPANY_NAME 0x3A16 MAPI_COMPANY_NAME
MAPI_TITLE 0x3A17 MAPI_TITLE
MAPI_DEPARTMENT_NAME 0x3A18 MAPI_DEPARTMENT_NAME
MAPI_OFFICE_LOCATION 0x3A19 MAPI_OFFICE_LOCATION
MAPI_PRIMARY_TELEPHONE_NUMBER 0x3A1A MAPI_PRIMARY_TELEPHONE_NUMBER
MAPI_BUSINESS2_TELEPHONE_NUMBER 0x3A1B MAPI_BUSINESS2_TELEPHONE_NUMBER
MAPI_MOBILE_TELEPHONE_NUMBER 0x3A1C MAPI_MOBILE_TELEPHONE_NUMBER
MAPI_RADIO_TELEPHONE_NUMBER 0x3A1D MAPI_RADIO_TELEPHONE_NUMBER
MAPI_CAR_TELEPHONE_NUMBER 0x3A1E MAPI_CAR_TELEPHONE_NUMBER
MAPI_OTHER_TELEPHONE_NUMBER 0x3A1F MAPI_OTHER_TELEPHONE_NUMBER
MAPI_TRANSMITABLE_DISPLAY_NAME 0x3A20 MAPI_TRANSMITABLE_DISPLAY_NAME
MAPI_PAGER_TELEPHONE_NUMBER 0x3A21 MAPI_PAGER_TELEPHONE_NUMBER
MAPI_USER_CERTIFICATE 0x3A22 MAPI_USER_CERTIFICATE
MAPI_PRIMARY_FAX_NUMBER 0x3A23 MAPI_PRIMARY_FAX_NUMBER
MAPI_BUSINESS_FAX_NUMBER 0x3A24 MAPI_BUSINESS_FAX_NUMBER
MAPI_HOME_FAX_NUMBER 0x3A25 MAPI_HOME_FAX_NUMBER
MAPI_COUNTRY 0x3A26 MAPI_COUNTRY
MAPI_LOCALITY 0x3A27 MAPI_LOCALITY
MAPI_STATE_OR_PROVINCE 0x3A28 MAPI_STATE_OR_PROVINCE
MAPI_STREET_ADDRESS 0x3A29 MAPI_STREET_ADDRESS
MAPI_POSTAL_CODE 0x3A2A MAPI_POSTAL_CODE
MAPI_POST_OFFICE_BOX 0x3A2B MAPI_POST_OFFICE_BOX
MAPI_TELEX_NUMBER 0x3A2C MAPI_TELEX_NUMBER
MAPI_ISDN_NUMBER 0x3A2D MAPI_ISDN_NUMBER
MAPI_ASSISTANT_TELEPHONE_NUMBER 0x3A2E MAPI_ASSISTANT_TELEPHONE_NUMBER
MAPI_HOME2_TELEPHONE_NUMBER 0x3A2F MAPI_HOME2_TELEPHONE_NUMBER
MAPI_ASSISTANT 0x3A30 MAPI_ASSISTANT
MAPI_SEND_RICH_INFO 0x3A40 MAPI_SEND_RICH_INFO
MAPI_WEDDING_ANNIVERSARY 0x3A41 MAPI_WEDDING_ANNIVERSARY
MAPI_BIRTHDAY 0x3A42 MAPI_BIRTHDAY
MAPI_HOBBIES 0x3A43 MAPI_HOBBIES
MAPI_MIDDLE_NAME 0x3A44 MAPI_MIDDLE_NAME
MAPI_DISPLAY_NAME_PREFIX 0x3A45 MAPI_DISPLAY_NAME_PREFIX
MAPI_PROFESSION 0x3A46 MAPI_PROFESSION
MAPI_PREFERRED_BY_NAME 0x3A47 MAPI_PREFERRED_BY_NAME
MAPI_SPOUSE_NAME 0x3A48 MAPI_SPOUSE_NAME
MAPI_COMPUTER_NETWORK_NAME 0x3A49 MAPI_COMPUTER_NETWORK_NAME
MAPI_CUSTOMER_ID 0x3A4A MAPI_CUSTOMER_ID
MAPI_TTYTDD_PHONE_NUMBER 0x3A4B MAPI_TTYTDD_PHONE_NUMBER
MAPI_FTP_SITE 0x3A4C MAPI_FTP_SITE
MAPI_GENDER 0x3A4D MAPI_GENDER
MAPI_MANAGER_NAME 0x3A4E MAPI_MANAGER_NAME
MAPI_NICKNAME 0x3A4F MAPI_NICKNAME
MAPI_PERSONAL_HOME_PAGE 0x3A50 MAPI_PERSONAL_HOME_PAGE
MAPI_BUSINESS_HOME_PAGE 0x3A51 MAPI_BUSINESS_HOME_PAGE
MAPI_CONTACT_VERSION 0x3A52 MAPI_CONTACT_VERSION
MAPI_CONTACT_ENTRYIDS 0x3A53 MAPI_CONTACT_ENTRYIDS
MAPI_CONTACT_ADDRTYPES 0x3A54 MAPI_CONTACT_ADDRTYPES
MAPI_CONTACT_DEFAULT_ADDRESS_INDEX 0x3A55 MAPI_CONTACT_DEFAULT_ADDRESS_INDEX
MAPI_CONTACT_EMAIL_ADDRESSES 0x3A56 MAPI_CONTACT_EMAIL_ADDRESSES
MAPI_COMPANY_MAIN_PHONE_NUMBER 0x3A57 MAPI_COMPANY_MAIN_PHONE_NUMBER
MAPI_CHILDRENS_NAMES 0x3A58 MAPI_CHILDRENS_NAMES
MAPI_HOME_ADDRESS_CITY 0x3A59 MAPI_HOME_ADDRESS_CITY
MAPI_HOME_ADDRESS_COUNTRY 0x3A5A MAPI_HOME_ADDRESS_COUNTRY
MAPI_HOME_ADDRESS_POSTAL_CODE 0x3A5B MAPI_HOME_ADDRESS_POSTAL_CODE
MAPI_HOME_ADDRESS_STATE_OR_PROVINCE 0x3A5C MAPI_HOME_ADDRESS_STATE_OR_PROVINCE
MAPI_HOME_ADDRESS_STREET 0x3A5D MAPI_HOME_ADDRESS_STREET
MAPI_HOME_ADDRESS_POST_OFFICE_BOX 0x3A5E MAPI_HOME_ADDRESS_POST_OFFICE_BOX
MAPI_OTHER_ADDRESS_CITY 0x3A5F MAPI_OTHER_ADDRESS_CITY
MAPI_OTHER_ADDRESS_COUNTRY 0x3A60 MAPI_OTHER_ADDRESS_COUNTRY
MAPI_OTHER_ADDRESS_POSTAL_CODE 0x3A61 MAPI_OTHER_ADDRESS_POSTAL_CODE
MAPI_OTHER_ADDRESS_STATE_OR_PROVINCE 0x3A62 MAPI_OTHER_ADDRESS_STATE_OR_PROVINCE
MAPI_OTHER_ADDRESS_STREET 0x3A63 MAPI_OTHER_ADDRESS_STREET
MAPI_OTHER_ADDRESS_POST_OFFICE_BOX 0x3A64 MAPI_OTHER_ADDRESS_POST_OFFICE_BOX
MAPI_STORE_PROVIDERS 0x3D00 MAPI_STORE_PROVIDERS
MAPI_AB_PROVIDERS 0x3D01 MAPI_AB_PROVIDERS
MAPI_TRANSPORT_PROVIDERS 0x3D02 MAPI_TRANSPORT_PROVIDERS
MAPI_DEFAULT_PROFILE 0x3D04 MAPI_DEFAULT_PROFILE
MAPI_AB_SEARCH_PATH 0x3D05 MAPI_AB_SEARCH_PATH
MAPI_AB_DEFAULT_DIR 0x3D06 MAPI_AB_DEFAULT_DIR
MAPI_AB_DEFAULT_PAB 0x3D07 MAPI_AB_DEFAULT_PAB
MAPI_FILTERING_HOOKS 0x3D08 MAPI_FILTERING_HOOKS
MAPI_SERVICE_NAME 0x3D09 MAPI_SERVICE_NAME
MAPI_SERVICE_DLL_NAME 0x3D0A MAPI_SERVICE_DLL_NAME
MAPI_SERVICE_ENTRY_NAME 0x3D0B MAPI_SERVICE_ENTRY_NAME
MAPI_SERVICE_UID 0x3D0C MAPI_SERVICE_UID
MAPI_SERVICE_EXTRA_UIDS 0x3D0D MAPI_SERVICE_EXTRA_UIDS
MAPI_SERVICES 0x3D0E MAPI_SERVICES
MAPI_SERVICE_SUPPORT_FILES 0x3D0F MAPI_SERVICE_SUPPORT_FILES
MAPI_SERVICE_DELETE_FILES 0x3D10 MAPI_SERVICE_DELETE_FILES
MAPI_AB_SEARCH_PATH_UPDATE 0x3D11 MAPI_AB_SEARCH_PATH_UPDATE
MAPI_PROFILE_NAME 0x3D12 MAPI_PROFILE_NAME
MAPI_IDENTITY_DISPLAY 0x3E00 MAPI_IDENTITY_DISPLAY
MAPI_IDENTITY_ENTRYID 0x3E01 MAPI_IDENTITY_ENTRYID
MAPI_RESOURCE_METHODS 0x3E02 MAPI_RESOURCE_METHODS
MAPI_RESOURCE_TYPE 0x3E03 MAPI_RESOURCE_TYPE
MAPI_STATUS_CODE 0x3E04 MAPI_STATUS_CODE
MAPI_IDENTITY_SEARCH_KEY 0x3E05 MAPI_IDENTITY_SEARCH_KEY
MAPI_OWN_STORE_ENTRYID 0x3E06 MAPI_OWN_STORE_ENTRYID
MAPI_RESOURCE_PATH 0x3E07 MAPI_RESOURCE_PATH
MAPI_STATUS_STRING 0x3E08 MAPI_STATUS_STRING
MAPI_X400_DEFERRED_DELIVERY_CANCEL 0x3E09 MAPI_X400_DEFERRED_DELIVERY_CANCEL
MAPI_HEADER_FOLDER_ENTRYID 0x3E0A MAPI_HEADER_FOLDER_ENTRYID
MAPI_REMOTE_PROGRESS 0x3E0B MAPI_REMOTE_PROGRESS
MAPI_REMOTE_PROGRESS_TEXT 0x3E0C MAPI_REMOTE_PROGRESS_TEXT
MAPI_REMOTE_VALIDATE_OK 0x3E0D MAPI_REMOTE_VALIDATE_OK
MAPI_CONTROL_FLAGS 0x3F00 MAPI_CONTROL_FLAGS
MAPI_CONTROL_STRUCTURE 0x3F01 MAPI_CONTROL_STRUCTURE
MAPI_CONTROL_TYPE 0x3F02 MAPI_CONTROL_TYPE
MAPI_DELTAX 0x3F03 MAPI_DELTAX
MAPI_DELTAY 0x3F04 MAPI_DELTAY
MAPI_XPOS 0x3F05 MAPI_XPOS
MAPI_YPOS 0x3F06 MAPI_YPOS
MAPI_CONTROL_ID 0x3F07 MAPI_CONTROL_ID
MAPI_INITIAL_DETAILS_PANE 0x3F08 MAPI_INITIAL_DETAILS_PANE
MAPI_ID_SECURE_MIN 0x67F0 MAPI_ID_SECURE_MIN
MAPI_ID_SECURE_MAX 0x67FF MAPI_ID_SECURE_MAX
